battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
567,0,2.6,0,0.0,0,2,0.2,87.0,4,1,181,566,2243.0,16,6,10,0,1,1,1
1952,1,1.4,0,2.0,0,47,0.8,190.0,2,10,1416,1892,994.0,9,5,17,0,1,1,0
685,1,0.5,1,0.0,0,12,0.5,121.0,6,15,79,633,793.0,5,4,11,0,0,1,2
1388,1,0.6,1,12.0,1,17,0.6,174.0,5,19,153,972,324.0,14,0,3,1,0,0,0
1972,0,2.1,0,2.0,0,48,0.6,188.0,3,14,480,748,366.0,5,3,17,1,1,0,1
1411,1,1.7,0,9.0,1,57,0.5,80.0,7,17,700,1234,1228.0,17,3,7,1,1,0,2
1094,0,2.3,1,2.0,0,20,0.9,135.0,1,5,221,610,1413.0,7,0,16,0,1,1,3
1653,0,0.7,1,1.0,1,13,0.5,114.0,4,15,1585,1896,2617.0,16,4,18,1,1,1,2
916,0,2.0,1,9.0,0,33,0.7,142.0,7,20,65,1867,1798.0,11,5,5,1,1,0,3
1712,0,0.8,0,1.0,0,29,0.3,149.0,7,6,556,816,2693.0,7,1,5,1,1,0,1
882,1,0.9,1,13.0,0,32,0.8,103.0,8,14,224,764,2437.0,17,14,15,0,1,1,1
632,0,1.2,0,6.0,1,33,0.5,101.0,2,10,705,992,837.0,16,4,3,1,0,0,1
1442,1,0.5,1,0.0,0,56,0.4,165.0,3,3,709,1695,2815.0,6,0,8,0,1,1,1
900,0,1.9,0,11.0,0,47,0.2,150.0,8,14,97,663,1440.0,14,2,4,1,1,1,3
1630,1,0.6,1,4.0,0,20,0.9,153.0,7,10,1131,1360,3470.0,17,6,4,1,1,0,1
1596,1,1.4,1,6.0,0,24,0.3,174.0,5,15,359,1022,1251.0,18,15,2,1,1,1,1
1272,1,0.5,0,9.0,1,54,0.6,133.0,8,11,1813,1871,3181.0,10,6,14,1,0,1,2
1640,0,2.5,1,1.0,0,7,0.2,135.0,4,2,839,1788,1361.0,9,1,7,0,1,1,2
1907,1,1.1,1,1.0,0,22,0.1,80.0,8,4,502,1113,3586.0,11,2,6,1,0,1,3
529,0,2.5,1,5.0,0,56,0.3,139.0,4,6,130,647,3942.0,10,0,7,0,0,1,1
578,0,0.5,0,3.0,1,38,0.7,121.0,6,5,19,667,1431.0,5,0,7,1,0,0,2
1634,1,2.3,1,2.0,1,39,0.4,164.0,1,7,386,636,2167.0,12,0,20,1,1,1,0
1533,1,1.2,1,1.0,1,22,0.6,172.0,3,15,22,1345,1248.0,9,2,9,1,0,0,1
660,0,0.6,0,5.0,1,47,0.1,83.0,3,6,49,1552,1986.0,8,0,15,1,1,0,0
1206,1,0.5,1,6.0,0,10,0.8,134.0,8,20,1327,1361,2959.0,5,1,20,0,0,1,0
549,1,0.5,0,3.0,1,53,0.8,173.0,5,5,555,1386,1893.0,5,2,19,1,1,1,0
1705,1,2.8,0,2.0,1,23,1.0,122.0,3,20,1560,1808,1676.0,8,6,20,1,1,1,0
1366,0,0.5,1,4.0,0,36,0.1,185.0,1,16,346,702,1912.0,17,13,19,0,0,1,0
1991,0,0.5,0,5.0,0,58,0.6,109.0,5,6,912,1660,1947.0,10,5,7,1,0,1,1
1102,1,1.2,0,5.0,1,40,1.0,175.0,3,14,756,882,2734.0,15,12,4,1,1,0,3
1452,0,1.1,0,3.0,1,32,0.5,175.0,3,5,699,1704,3617.0,16,1,12,1,1,0,0
1810,1,1.1,1,6.0,0,63,0.9,151.0,1,19,582,1752,3414.0,18,10,10,1,0,0,1
1134,1,0.5,1,0.0,1,64,0.5,166.0,5,0,672,1597,661.0,13,7,20,1,0,0,3
1376,1,2.4,1,0.0,1,34,0.4,167.0,6,1,757,1371,3922.0,5,0,2,1,0,0,2
1391,0,1.4,1,2.0,1,56,0.1,137.0,5,8,208,900,1199.0,15,8,10,1,1,1,1
979,0,2.1,0,6.0,0,24,0.6,124.0,5,16,1194,1256,3779.0,7,2,20,0,1,0,0
1075,1,1.9,0,0.0,0,36,0.6,127.0,4,3,1335,1427,3870.0,8,3,20,1,1,0,1
968,0,0.5,1,13.0,1,61,0.1,168.0,8,16,91,1585,858.0,8,7,11,1,1,0,2
1999,0,0.5,1,1.0,1,15,0.7,183.0,8,11,33,653,3840.0,19,17,12,1,0,1,2
1626,0,2.7,0,3.0,0,20,0.1,164.0,2,17,1095,1499,454.0,8,4,6,1,1,0,2
942,0,1.7,1,14.0,0,28,0.8,153.0,8,20,336,797,3953.0,13,11,7,0,0,1,1
1182,0,1.7,0,4.0,1,42,0.9,189.0,3,20,659,661,1633.0,14,3,6,1,0,1,1
1982,1,0.8,1,9.0,0,48,0.4,98.0,6,16,183,709,3035.0,10,4,9,1,0,1,0
1373,0,1.4,1,3.0,0,27,0.6,80.0,8,6,652,1100,966.0,14,0,9,0,0,1,1
1151,0,1.7,1,8.0,0,44,0.5,107.0,8,17,410,1014,1761.0,7,4,10,1,0,0,2
1663,1,0.6,1,0.0,0,17,0.7,152.0,4,2,532,886,2820.0,14,1,5,1,1,1,2
679,0,0.9,1,0.0,0,41,0.3,154.0,4,1,773,920,2838.0,19,7,6,0,0,1,0
1465,0,2.5,0,2.0,0,3,1.0,90.0,5,8,965,974,2042.0,8,2,12,0,1,1,1
1809,1,2.2,1,3.0,0,27,0.3,137.0,5,19,568,1864,700.0,11,10,12,1,0,0,3
757,1,2.4,1,8.0,1,26,0.2,164.0,8,17,652,1157,2593.0,19,3,15,1,0,1,1
1034,1,0.7,0,7.0,1,47,0.2,105.0,6,15,214,1463,1835.0,8,1,9,1,0,0,3
1119,1,2.5,0,9.0,0,23,0.8,81.0,4,19,423,1003,3121.0,15,4,5,0,1,0,0
559,1,0.5,1,0.0,1,24,0.8,103.0,4,5,537,627,2023.0,14,1,2,1,0,0,0
1008,0,2.3,1,4.0,1,15,0.4,89.0,8,19,491,692,450.0,11,7,18,1,0,0,0
1397,1,2.7,1,4.0,0,19,0.5,146.0,7,13,1037,1829,2928.0,12,2,4,0,0,0,3
697,0,0.6,1,0.0,1,34,0.1,114.0,4,6,325,610,1694.0,14,8,8,1,0,1,1
1939,1,1.3,0,5.0,0,58,0.3,174.0,2,17,49,974,2593.0,11,6,6,0,0,1,0
1039,0,1.9,1,2.0,0,15,0.7,113.0,1,5,1324,1945,745.0,9,2,10,0,0,0,0
1605,1,1.3,0,1.0,1,51,0.8,83.0,4,20,597,921,1310.0,11,9,10,1,1,1,2
504,0,0.9,1,4.0,0,63,1.0,169.0,2,16,463,1609,3455.0,17,15,15,0,0,1,3
1930,1,1.6,1,5.0,1,64,0.3,119.0,4,17,325,1205,1533.0,5,1,6,1,0,1,3
1795,1,0.6,1,10.0,0,52,0.3,140.0,2,16,855,910,3876.0,18,17,2,1,0,0,1
1376,1,2.8,0,3.0,1,38,0.1,195.0,2,4,492,1110,3628.0,13,2,13,1,0,0,2
1981,1,0.5,0,2.0,0,19,0.4,123.0,7,3,605,769,3663.0,15,0,2,1,0,0,0
1901,0,2.7,0,4.0,0,62,0.7,133.0,3,17,401,1989,1786.0,16,10,5,0,1,1,2
1319,0,1.3,1,10.0,0,5,0.1,140.0,8,17,366,1821,3502.0,14,6,3,1,0,0,2
859,1,2.7,0,5.0,0,58,0.4,178.0,1,16,1225,1358,815.0,10,4,2,1,0,1,3
1664,1,2.1,0,10.0,0,25,0.1,147.0,3,11,573,856,275.0,9,3,11,1,1,1,3
517,0,1.5,1,3.0,0,38,0.1,97.0,7,4,680,1138,2747.0,11,5,2,0,1,1,3
1806,0,1.1,0,2.0,1,64,0.3,133.0,5,7,280,683,1809.0,7,6,6,1,1,1,1
1455,0,1.4,0,0.0,0,16,0.4,164.0,1,1,1379,1673,444.0,14,2,7,0,1,0,2
1611,0,1.7,1,5.0,0,25,0.6,92.0,5,18,949,1297,3467.0,9,1,8,1,1,1,1
1573,1,3.0,1,3.0,1,24,1.0,125.0,8,5,703,911,2776.0,5,3,17,1,1,1,2
557,0,0.5,0,0.0,1,23,0.5,197.0,5,1,1264,1682,3170.0,12,2,7,1,1,0,0
1599,1,0.5,0,4.0,0,31,0.1,130.0,2,5,1816,1917,1234.0,11,10,9,0,1,0,2
1857,1,1.4,1,0.0,0,14,0.9,102.0,2,0,1328,1743,1745.0,15,10,20,0,0,0,2
1140,0,1.6,1,0.0,1,56,0.3,131.0,7,4,1049,1715,3130.0,6,5,9,1,0,1,0
923,1,0.6,0,0.0,1,10,0.8,80.0,2,3,357,1718,1500.0,18,9,9,1,1,0,1
723,0,0.5,0,5.0,0,63,0.5,172.0,8,14,906,1801,488.0,5,0,8,1,0,1,0
1251,1,3.0,1,3.0,1,54,0.8,83.0,5,4,806,1405,3863.0,6,1,14,1,1,0,2
1571,0,2.8,1,4.0,0,44,0.4,194.0,5,5,140,718,3141.0,8,1,17,0,0,1,2
564,1,0.5,0,2.0,0,33,0.6,192.0,1,6,113,863,2573.0,13,6,2,0,1,1,2
597,1,3.0,1,0.0,0,16,0.5,140.0,2,0,35,708,3788.0,12,0,5,0,0,1,1
895,1,2.5,1,10.0,1,9,0.5,148.0,7,14,1524,1691,3445.0,11,5,15,1,0,0,2
1535,0,2.5,1,13.0,1,37,1.0,82.0,4,16,838,1667,3241.0,6,0,15,1,0,1,2
1832,1,0.7,0,7.0,0,44,0.3,125.0,2,17,495,596,2976.0,19,3,9,0,0,0,0
1045,1,1.6,0,0.0,1,58,0.2,177.0,4,12,1212,1772,2241.0,19,15,11,1,1,0,1
1483,1,0.8,0,4.0,1,61,0.6,128.0,1,10,655,814,3843.0,11,8,20,1,0,1,1
976,0,2.0,0,0.0,1,5,0.9,184.0,7,14,496,797,3261.0,8,2,6,1,1,1,2
1840,1,1.1,1,0.0,0,46,0.1,123.0,4,2,800,1521,3264.0,8,4,16,0,1,0,1
624,1,1.6,1,14.0,0,30,0.1,192.0,2,16,102,1052,1314.0,16,1,10,0,1,1,3
1933,1,0.5,1,6.0,0,23,0.1,102.0,7,7,1286,1846,3973.0,13,10,19,0,0,1,3
1532,1,2.0,0,0.0,0,7,0.2,134.0,2,10,75,834,3449.0,5,4,7,1,1,1,2
1004,0,1.1,1,7.0,1,8,0.8,97.0,2,9,461,919,3895.0,14,13,20,1,1,0,0
1081,0,3.0,0,7.0,1,17,0.1,89.0,5,17,174,1683,3774.0,17,15,16,1,1,0,2
1012,0,2.8,1,6.0,1,32,0.9,87.0,3,14,1341,1997,3034.0,17,5,10,1,1,0,2
796,1,2.3,1,1.0,1,36,0.3,127.0,8,14,494,935,3932.0,5,1,5,1,1,1,0
1547,0,2.5,0,12.0,1,50,1.0,98.0,5,16,849,1024,1168.0,17,2,17,1,1,1,0
1180,1,3.0,0,7.0,1,43,0.8,102.0,1,16,1557,1985,3510.0,9,5,13,1,1,1,1
852,1,1.9,0,3.0,1,3,0.5,161.0,2,4,376,872,542.0,14,9,9,1,0,1,2
607,1,0.8,0,1.0,1,18,0.2,146.0,7,3,151,532,550.0,12,1,12,1,0,1,0
1765,0,0.5,0,0.0,0,24,0.4,135.0,1,0,450,830,791.0,5,1,4,1,0,1,3
1250,0,0.5,0,18.0,0,63,0.7,165.0,1,19,1336,1532,1895.0,13,6,7,0,1,0,1
1577,0,2.6,1,0.0,0,55,0.5,109.0,5,0,1411,1718,609.0,6,0,20,1,1,1,3
1153,1,0.5,1,5.0,0,14,0.2,135.0,5,6,742,1236,263.0,19,10,14,1,0,1,2
1186,1,2.3,1,1.0,0,25,0.1,88.0,4,7,85,1012,1270.0,18,9,17,0,1,0,3
1429,1,2.5,0,6.0,0,33,0.1,121.0,5,7,889,1846,403.0,11,6,18,1,1,1,2
556,0,0.9,0,4.0,1,10,0.8,135.0,8,12,182,688,2040.0,13,12,2,1,0,0,0
1735,1,2.7,0,5.0,1,21,0.1,126.0,3,8,282,1261,2597.0,16,12,8,1,0,1,3
1859,0,0.7,0,8.0,1,42,0.1,127.0,2,16,1168,1612,714.0,19,7,16,1,0,1,3
915,0,1.3,0,3.0,0,10,0.1,188.0,2,5,74,1266,423.0,13,3,14,0,1,1,1
890,0,0.5,0,5.0,0,9,0.4,113.0,1,10,457,1134,1238.0,6,2,17,0,0,1,0
758,0,2.8,0,13.0,0,48,0.7,101.0,3,18,1842,1896,926.0,9,5,18,0,0,0,0
541,0,2.1,0,0.0,1,28,0.4,156.0,7,4,103,1039,2704.0,14,0,5,1,1,0,3
586,0,2.9,1,6.0,1,33,0.2,195.0,8,17,1470,1644,2817.0,5,2,5,1,1,1,2
762,1,0.6,1,11.0,1,39,0.7,164.0,1,14,1065,1686,2271.0,12,7,8,1,1,0,2
683,0,0.5,1,0.0,1,9,0.8,186.0,7,3,1466,1754,1513.0,6,5,19,1,0,0,0
1526,0,0.7,1,10.0,0,39,0.4,125.0,3,20,563,1439,339.0,10,9,19,1,0,1,3
1771,1,2.4,0,6.0,0,39,0.7,188.0,2,9,460,1203,794.0,9,1,16,1,1,1,2
639,0,1.3,0,5.0,0,28,0.9,113.0,7,16,983,1369,391.0,6,2,12,0,0,1,0
1783,1,0.9,0,7.0,1,23,0.9,137.0,2,8,1114,1953,541.0,9,5,11,1,1,0,3
1933,0,1.2,0,16.0,1,55,0.2,166.0,5,20,729,1248,648.0,10,7,13,1,1,0,2
1384,0,1.3,1,3.0,1,62,0.4,153.0,1,5,1240,1393,3386.0,19,1,2,1,1,0,0
1770,0,2.6,0,12.0,0,26,0.5,80.0,1,17,98,1724,1651.0,18,6,14,0,0,0,1
1202,0,0.8,0,2.0,0,49,0.5,131.0,1,8,197,1435,1177.0,15,13,7,1,1,1,2
1629,1,2.3,0,2.0,1,2,0.8,86.0,6,19,1055,1200,2178.0,19,10,18,1,1,0,1
1072,1,0.5,1,6.0,1,4,0.5,92.0,1,12,1019,1640,2878.0,7,5,13,1,0,1,0
1863,1,2.5,1,0.0,0,64,0.7,89.0,5,1,159,618,3201.0,5,4,19,1,1,0,2
895,1,2.5,0,2.0,0,23,0.5,98.0,5,3,26,663,2724.0,16,14,7,0,0,0,2
1278,1,2.8,1,0.0,0,56,0.6,179.0,1,7,406,1698,3032.0,9,5,6,0,0,1,1
1249,1,2.1,1,0.0,0,38,0.8,193.0,5,10,940,1290,3195.0,19,7,17,0,0,0,1
1811,0,1.2,0,18.0,1,25,0.8,185.0,6,19,1411,1443,1677.0,10,6,2,1,1,0,1
560,1,2.9,1,1.0,1,12,1.0,161.0,5,19,465,1797,2620.0,13,0,16,1,1,1,3
1773,1,0.5,0,14.0,1,61,0.1,141.0,7,20,847,1562,1061.0,17,4,15,1,0,1,0
1715,1,2.1,0,5.0,0,11,0.4,100.0,3,10,314,1276,1018.0,16,5,8,1,1,1,1
725,0,0.5,1,0.0,1,26,0.8,176.0,5,1,829,960,1370.0,7,6,9,1,1,1,1
1300,0,0.5,0,6.0,1,43,0.1,156.0,3,12,589,1815,2790.0,15,4,19,1,0,0,0
1001,0,0.8,0,0.0,0,48,1.0,98.0,5,0,471,655,1485.0,10,2,11,1,1,1,3
500,0,1.3,1,13.0,0,64,0.9,134.0,4,17,1384,1912,2807.0,19,7,7,0,0,1,1
1378,1,2.5,1,4.0,1,52,0.5,184.0,3,7,13,641,3528.0,5,1,7,1,0,0,2
951,1,2.4,0,1.0,1,24,0.1,147.0,8,20,897,1964,3391.0,19,4,7,1,0,0,2
1038,1,0.5,1,1.0,0,48,0.2,99.0,6,2,83,1103,1073.0,5,4,2,0,0,1,1
987,1,1.2,1,1.0,0,20,0.9,108.0,6,5,237,1427,2811.0,7,4,17,1,0,0,3
1698,0,0.5,0,6.0,1,21,0.1,196.0,7,7,614,1254,778.0,7,3,3,1,1,1,2
1762,1,0.9,1,14.0,0,11,0.1,107.0,4,17,647,801,3628.0,9,3,10,0,0,1,0
785,0,2.4,0,6.0,0,16,0.2,135.0,3,13,223,1366,2637.0,12,8,16,0,0,0,2
1851,0,2.4,1,2.0,0,59,0.1,151.0,3,18,278,1198,2892.0,10,0,5,1,1,0,2
1698,0,0.5,1,2.0,0,62,0.4,189.0,3,13,1459,1565,2805.0,11,2,19,0,0,1,2
1976,0,2.8,0,0.0,0,4,0.8,93.0,8,1,1146,1436,804.0,5,1,14,0,1,0,3
1649,1,0.5,0,4.0,1,53,0.4,162.0,4,11,261,1316,361.0,12,7,19,1,1,1,0
1157,1,2.6,1,4.0,0,4,0.9,149.0,7,6,878,1737,1453.0,17,10,9,1,0,0,0
790,1,2.1,1,2.0,1,29,0.7,106.0,6,11,521,1996,557.0,11,2,2,1,1,1,1
1429,0,2.9,0,2.0,0,58,0.2,128.0,4,3,417,983,2005.0,15,1,9,0,1,0,2
739,1,3.0,0,14.0,0,56,0.7,103.0,8,20,134,1696,630.0,17,2,11,1,0,0,0
1364,1,1.6,1,6.0,1,44,0.1,174.0,7,8,615,1142,2741.0,9,3,18,1,0,1,0
1580,0,2.8,1,0.0,0,45,1.0,196.0,8,7,1017,1092,2214.0,12,9,19,0,0,1,2
1384,1,2.2,1,0.0,0,49,0.7,189.0,1,0,725,1741,1387.0,13,3,13,1,1,1,3
989,0,0.5,0,15.0,0,20,0.4,153.0,1,16,68,947,3614.0,17,5,10,1,1,0,0
1040,1,0.5,1,3.0,0,41,0.8,116.0,3,18,299,608,1006.0,12,7,18,0,0,1,0
1240,1,1.4,0,3.0,1,9,0.9,93.0,5,7,477,1319,3959.0,14,9,15,1,0,0,2
1273,1,2.0,0,15.0,1,7,0.9,143.0,1,16,288,706,1743.0,12,7,13,1,1,0,3
1784,0,0.5,0,8.0,0,28,0.3,171.0,4,9,1145,1680,2192.0,15,13,2,1,0,0,0
703,1,2.4,0,1.0,1,27,0.1,138.0,1,6,47,1820,502.0,12,4,11,1,1,1,2
959,1,1.0,0,5.0,1,15,0.4,119.0,5,9,121,934,3000.0,15,0,15,1,1,1,1
1292,1,3.0,1,1.0,1,63,0.3,157.0,6,8,452,1309,1413.0,13,2,10,1,1,1,1
1927,1,2.1,0,0.0,0,5,0.9,139.0,6,1,603,1228,2913.0,15,10,8,0,0,0,1
1477,1,1.7,0,1.0,0,15,0.4,178.0,8,5,1381,1459,2684.0,18,13,8,1,1,1,2
831,0,2.2,0,0.0,1,31,0.3,197.0,3,1,1460,1591,1629.0,8,1,5,1,1,0,0
1803,0,1.1,1,1.0,1,41,0.2,146.0,2,10,102,613,1873.0,14,1,20,1,1,1,2
1361,0,0.6,0,0.0,1,64,1.0,91.0,3,2,174,574,3751.0,18,6,19,1,1,0,1
1183,1,1.4,0,1.0,0,32,0.8,197.0,1,4,884,1475,637.0,12,6,16,0,0,1,3
917,1,1.3,0,0.0,0,53,0.2,166.0,5,1,750,1339,603.0,12,6,7,1,0,1,3
1019,0,1.7,1,0.0,1,5,0.7,177.0,3,8,889,1840,1850.0,10,5,11,1,0,1,3
1730,0,0.5,1,4.0,0,54,0.7,93.0,3,7,283,1151,1695.0,19,5,17,0,1,0,3
1972,0,2.2,1,4.0,1,5,0.9,95.0,3,19,955,1781,625.0,10,1,10,1,1,1,1
1887,0,2.3,1,4.0,0,35,0.9,115.0,2,7,178,1275,3203.0,7,5,15,1,0,0,0
1590,0,1.9,0,0.0,0,13,0.4,111.0,6,1,759,1187,2440.0,19,0,3,1,0,1,3
603,1,2.7,0,0.0,1,42,0.2,135.0,8,0,746,754,1934.0,14,10,11,1,0,0,3
1981,1,1.6,1,10.0,0,34,0.1,117.0,5,20,929,1552,3764.0,11,4,14,1,0,1,1
1190,1,2.1,0,0.0,1,18,0.6,160.0,6,2,644,1070,3571.0,6,5,5,1,0,0,3
1396,1,0.8,1,7.0,1,10,0.3,108.0,4,16,646,1721,3881.0,13,0,9,1,1,1,1
628,1,0.5,0,0.0,1,26,0.5,106.0,8,2,389,517,1853.0,13,10,12,1,1,1,3
819,1,0.5,0,5.0,1,16,0.1,163.0,1,10,663,1788,3325.0,15,5,16,1,0,0,3
651,0,1.6,1,0.0,1,7,0.6,129.0,1,6,1268,1423,2151.0,19,10,20,1,1,1,0
1367,1,0.9,0,2.0,1,58,0.6,184.0,4,20,721,1210,3946.0,16,9,9,1,0,0,1
1784,1,1.4,0,1.0,1,3,0.3,125.0,5,5,1424,1672,2110.0,10,5,8,1,0,1,3
1744,1,0.9,1,5.0,1,35,0.3,137.0,7,9,915,1554,656.0,17,4,7,1,0,0,2
1086,0,2.5,0,11.0,0,7,0.5,116.0,6,14,635,1839,3297.0,18,0,16,1,0,0,0
896,0,0.8,0,3.0,0,29,0.5,91.0,6,10,135,820,1650.0,16,6,13,1,0,0,3
1714,0,1.6,1,9.0,1,59,0.5,186.0,8,19,991,1274,2546.0,18,10,11,1,1,1,1
1687,0,1.2,1,4.0,0,14,0.9,120.0,2,14,924,1461,3975.0,19,3,10,0,1,1,2
1423,1,2.1,0,1.0,0,51,0.8,178.0,4,18,633,1371,3331.0,8,2,8,1,1,0,3
1600,0,2.0,1,5.0,0,44,0.1,98.0,1,8,735,1205,2939.0,8,3,19,1,1,1,0
1650,1,0.6,0,0.0,0,62,0.3,81.0,3,15,1305,1918,2596.0,5,2,10,0,0,0,0
1550,1,2.0,0,1.0,1,29,0.6,171.0,5,2,572,1499,3465.0,10,1,14,1,1,0,0
626,0,1.9,0,4.0,0,8,0.2,185.0,2,6,16,1410,2589.0,15,10,14,0,1,1,2
1370,0,1.7,0,1.0,0,6,0.7,113.0,1,7,482,1689,1302.0,7,3,3,0,0,1,2
1899,1,0.8,1,15.0,0,14,0.4,191.0,4,16,1200,1345,1677.0,5,1,14,0,0,1,2
848,1,0.6,0,0.0,0,31,0.7,123.0,5,1,299,756,1108.0,15,6,18,1,1,0,3
1430,1,2.0,1,0.0,1,16,0.2,171.0,4,1,696,757,2916.0,6,3,10,1,1,0,2
768,1,0.5,1,1.0,0,45,0.1,175.0,4,16,1164,1376,3947.0,6,1,12,1,1,0,0
900,1,0.5,0,11.0,1,64,0.7,149.0,4,12,164,708,942.0,13,5,2,1,1,0,1
1210,1,2.3,0,0.0,0,63,0.9,141.0,6,4,51,1761,977.0,14,6,20,1,0,0,3
1175,0,3.0,1,12.0,1,40,0.1,172.0,5,18,812,1251,1507.0,15,14,18,1,1,0,0
1773,0,0.5,1,7.0,0,33,0.3,143.0,5,13,831,1170,1994.0,16,9,20,1,0,0,3
1263,0,2.4,1,11.0,1,54,0.6,100.0,5,14,12,1857,458.0,12,5,15,1,0,0,1
992,0,1.6,1,10.0,0,27,0.3,162.0,4,14,106,767,3894.0,15,9,13,1,0,1,1
911,1,1.7,0,1.0,1,13,0.3,126.0,5,2,713,760,1843.0,13,6,11,1,0,1,1
1979,0,0.5,1,15.0,0,54,0.3,136.0,3,19,669,1311,3151.0,12,1,20,1,1,1,2
1899,0,0.5,1,0.0,1,55,0.3,93.0,4,0,1359,1981,1796.0,7,4,11,1,0,1,0
1649,1,0.8,1,1.0,1,40,0.1,159.0,3,3,177,586,2755.0,15,9,3,1,0,1,1
1095,1,1.8,1,9.0,0,47,0.3,152.0,6,15,354,1827,1334.0,12,2,12,0,0,1,3
1074,0,0.7,0,0.0,1,61,0.6,117.0,4,11,305,1770,2791.0,7,1,12,1,0,1,3
656,0,2.7,1,0.0,1,48,0.2,164.0,2,0,303,508,1132.0,5,0,14,1,0,0,3
1394,1,2.7,1,7.0,0,8,0.8,150.0,3,9,215,1018,730.0,15,7,4,0,1,1,3
1632,1,1.1,0,2.0,1,45,0.8,132.0,4,3,22,1256,379.0,18,13,19,1,0,0,1
1337,1,2.4,1,0.0,0,48,0.9,107.0,6,2,819,1129,3213.0,10,5,15,0,0,0,0
1178,1,1.1,1,0.0,1,11,0.5,98.0,2,1,1549,1661,2106.0,17,10,4,1,0,1,1
1269,0,1.5,1,1.0,0,51,0.7,180.0,4,19,410,1782,827.0,15,6,12,1,1,0,1
986,0,0.7,1,7.0,1,16,0.4,144.0,8,9,234,628,300.0,8,5,7,1,0,1,1
848,0,0.5,1,1.0,1,41,0.2,171.0,2,2,388,1015,3939.0,6,3,3,1,1,0,3
1904,1,0.5,1,8.0,0,14,0.5,95.0,4,13,636,828,2091.0,8,0,6,0,1,1,1
1399,1,1.9,1,1.0,0,56,0.3,153.0,1,15,130,611,3128.0,17,2,19,1,1,0,2
530,1,0.5,1,0.0,0,47,0.5,93.0,3,2,463,912,3455.0,19,8,2,1,1,1,1
1877,1,0.5,0,4.0,0,10,0.9,123.0,8,6,134,610,3969.0,6,0,7,0,0,1,2
1764,0,2.7,0,11.0,1,48,0.9,90.0,7,17,444,581,1589.0,19,10,20,1,1,1,2
1709,0,2.2,1,1.0,1,13,0.6,191.0,6,6,74,516,3899.0,16,13,3,1,0,1,3
1690,0,1.3,1,0.0,0,28,0.9,85.0,3,1,1304,1332,3571.0,18,2,6,1,0,1,3
1850,0,2.2,1,9.0,0,41,0.8,133.0,8,13,27,518,3032.0,8,1,10,1,1,1,1
1297,0,0.5,1,12.0,0,17,0.1,196.0,1,14,559,813,3652.0,19,4,12,0,1,1,2
1706,0,1.8,1,10.0,1,44,0.2,137.0,5,13,716,1440,3238.0,5,3,20,1,0,0,1
1967,0,0.5,0,11.0,1,23,0.6,135.0,5,16,931,1726,325.0,16,0,3,1,0,1,2
1392,1,0.5,1,6.0,0,63,0.5,181.0,2,9,573,1468,3850.0,12,8,13,0,1,0,3
894,1,0.5,1,2.0,0,27,0.3,192.0,2,6,932,1576,3454.0,9,4,14,0,1,0,0
1829,0,0.5,0,2.0,1,54,0.6,98.0,3,20,383,1160,1634.0,7,0,12,1,0,0,3
1372,0,0.6,0,3.0,1,42,0.7,124.0,6,10,68,1998,3208.0,18,5,9,1,1,1,3
1429,1,1.0,0,7.0,0,11,0.7,150.0,4,8,436,813,1955.0,7,5,2,1,1,0,1
706,0,0.5,1,10.0,1,4,0.8,190.0,5,18,204,966,3735.0,12,7,20,1,1,1,2
649,0,1.9,0,0.0,0,51,0.6,179.0,4,12,1174,1388,3446.0,11,5,18,0,1,1,3
792,0,0.8,0,7.0,0,48,0.5,144.0,4,16,371,888,1583.0,15,2,20,0,1,1,1
918,1,2.7,0,7.0,0,25,0.9,149.0,7,8,178,1850,3676.0,6,2,2,1,0,1,2
929,1,0.5,1,7.0,1,13,1.0,146.0,7,8,213,1714,1704.0,15,2,5,1,0,0,1
767,1,0.5,1,4.0,0,30,0.8,100.0,5,8,798,1955,3485.0,9,1,4,1,0,1,1
1739,0,2.6,0,9.0,0,39,0.5,135.0,8,10,86,1957,1882.0,13,12,8,1,1,0,0
1388,0,1.4,1,4.0,1,31,0.6,184.0,1,14,1338,1443,346.0,8,2,12,1,0,0,0
1981,0,2.5,1,1.0,0,36,0.3,94.0,4,2,128,1457,395.0,9,7,15,0,1,0,0
569,0,0.5,1,1.0,1,53,1.0,170.0,8,20,457,1555,1243.0,17,10,10,1,1,0,2
1930,0,1.3,0,2.0,0,57,0.2,151.0,1,9,678,1117,682.0,16,10,8,0,0,1,1
725,1,0.5,0,10.0,0,61,0.8,108.0,3,17,260,508,3074.0,7,6,12,0,0,1,1
1690,0,2.2,0,0.0,0,51,0.8,130.0,8,15,713,1092,451.0,6,4,7,0,0,1,2
712,1,1.4,0,1.0,1,33,0.2,86.0,4,5,163,799,1471.0,15,0,10,1,0,0,0
1603,1,0.5,1,8.0,1,37,1.0,95.0,8,9,1430,1622,1748.0,15,10,5,1,1,0,2
1850,1,2.8,0,0.0,0,18,0.1,132.0,8,3,633,1382,1853.0,15,0,9,1,1,0,0
1472,1,0.7,1,4.0,1,41,1.0,145.0,3,6,242,619,1514.0,8,1,16,1,1,1,2
1858,0,0.7,1,1.0,1,43,0.2,167.0,5,3,1154,1473,1886.0,9,3,7,1,1,1,2
